#separator:comma
#html:true
#tags column:10
#columns:dexNumber,Name,Generation,Image,Type1,Type2,SoundCry,SoundCry2,Credits,Tags
0906,Nyahoja,IX,"<img src=""pkmn_0906.png"">",くさ,,_pkmn_SoundCry_906.mp3,[sound:_pkmn_SoundCry_906.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0907,Nyarote,IX,"<img src=""pkmn_0907.png"">",くさ,,_pkmn_SoundCry_907.mp3,[sound:_pkmn_SoundCry_907.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0908,Masquernya,IX,"<img src=""pkmn_0908.png"">",くさ,あく,_pkmn_SoundCry_908.mp3,[sound:_pkmn_SoundCry_908.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0909,Hogator,IX,"<img src=""pkmn_0909.png"">",ほのお,,_pkmn_SoundCry_909.mp3,[sound:_pkmn_SoundCry_909.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0910,Achigator,IX,"<img src=""pkmn_0910.png"">",ほのお,,_pkmn_SoundCry_910.mp3,[sound:_pkmn_SoundCry_910.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0911,Laudbon,IX,"<img src=""pkmn_0911.png"">",ほのお,ゴースト,_pkmn_SoundCry_911.mp3,[sound:_pkmn_SoundCry_911.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0912,Kuwassu,IX,"<img src=""pkmn_0912.png"">",みず,,_pkmn_SoundCry_912.mp3,[sound:_pkmn_SoundCry_912.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0913,Welkamo,IX,"<img src=""pkmn_0913.png"">",みず,,_pkmn_SoundCry_913.mp3,[sound:_pkmn_SoundCry_913.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0914,Wanival,IX,"<img src=""pkmn_0914.png"">",みず,かくとう,_pkmn_SoundCry_914.mp3,[sound:_pkmn_SoundCry_914.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0915,Gourton,IX,"<img src=""pkmn_0915.png"">",ノーマル,,_pkmn_SoundCry_915.mp3,[sound:_pkmn_SoundCry_915.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0916,Perfuton,IX,"<img src=""pkmn_0916.png"">",ノーマル,,_pkmn_SoundCry_916.mp3,[sound:_pkmn_SoundCry_916.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0917,Tamantula,IX,"<img src=""pkmn_0917.png"">",むし,,_pkmn_SoundCry_917.mp3,[sound:_pkmn_SoundCry_917.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0918,Wanaider,IX,"<img src=""pkmn_0918.png"">",むし,,_pkmn_SoundCry_918.mp3,[sound:_pkmn_SoundCry_918.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0919,Mamebatta,IX,"<img src=""pkmn_0919.png"">",むし,,_pkmn_SoundCry_919.mp3,[sound:_pkmn_SoundCry_919.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0920,Exleg,IX,"<img src=""pkmn_0920.png"">",むし,あく,_pkmn_SoundCry_920.mp3,[sound:_pkmn_SoundCry_920.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0921,Pamo,IX,"<img src=""pkmn_0921.png"">",でんき,,_pkmn_SoundCry_921.mp3,[sound:_pkmn_SoundCry_921.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0922,Pamot,IX,"<img src=""pkmn_0922.png"">",でんき,かくとう,_pkmn_SoundCry_922.mp3,[sound:_pkmn_SoundCry_922.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0923,Parmot,IX,"<img src=""pkmn_0923.png"">",でんき,かくとう,_pkmn_SoundCry_923.mp3,[sound:_pkmn_SoundCry_923.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0924,Wakkanezumi,IX,"<img src=""pkmn_0924.png"">",ノーマル,,_pkmn_SoundCry_924.mp3,[sound:_pkmn_SoundCry_924.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0925,Ikkanezumi,IX,"<img src=""pkmn_0925.png"">",ノーマル,,_pkmn_SoundCry_925.mp3,[sound:_pkmn_SoundCry_925.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0926,Pupimocchi,IX,"<img src=""pkmn_0926.png"">",フェアリー,,_pkmn_SoundCry_926.mp3,[sound:_pkmn_SoundCry_926.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0927,Bowtzel,IX,"<img src=""pkmn_0927.png"">",フェアリー,,_pkmn_SoundCry_927.mp3,[sound:_pkmn_SoundCry_927.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0928,Minive,IX,"<img src=""pkmn_0928.png"">",くさ,ノーマル,_pkmn_SoundCry_928.mp3,[sound:_pkmn_SoundCry_928.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0929,Olinyo,IX,"<img src=""pkmn_0929.png"">",くさ,ノーマル,_pkmn_SoundCry_929.mp3,[sound:_pkmn_SoundCry_929.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0930,Oliva,IX,"<img src=""pkmn_0930.png"">",くさ,ノーマル,_pkmn_SoundCry_930.mp3,[sound:_pkmn_SoundCry_930.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0931,Ikirinko,IX,"<img src=""pkmn_0931.png"">",ノーマル,ひこう,_pkmn_SoundCry_931.mp3,[sound:_pkmn_SoundCry_931.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0932,Kojio,IX,"<img src=""pkmn_0932.png"">",いわ,,_pkmn_SoundCry_932.mp3,[sound:_pkmn_SoundCry_932.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0933,Jiodumu,IX,"<img src=""pkmn_0933.png"">",いわ,,_pkmn_SoundCry_933.mp3,[sound:_pkmn_SoundCry_933.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0934,Kyojiohn,IX,"<img src=""pkmn_0934.png"">",いわ,,_pkmn_SoundCry_934.mp3,[sound:_pkmn_SoundCry_934.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0935,Carbou,IX,"<img src=""pkmn_0935.png"">",ほのお,,_pkmn_SoundCry_935.mp3,[sound:_pkmn_SoundCry_935.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0936,Gurenarma,IX,"<img src=""pkmn_0936.png"">",ほのお,エスパー,_pkmn_SoundCry_936.mp3,[sound:_pkmn_SoundCry_936.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0937,Soublades,IX,"<img src=""pkmn_0937.png"">",ほのお,ゴースト,_pkmn_SoundCry_937.mp3,[sound:_pkmn_SoundCry_937.mp3],added by /u/oesiledivad,Pokedex::Generation_9
0938,Zupika,IX,"<img src=""pkmn_0938.png"">",でんき,,_pkmn_SoundCry_938.mp3,[sound:_pkmn_SoundCry_938.mp3],added by /u/oesiledivad,Pokedex::Generation_9
