#separator:comma
#html:true
#tags column:10
#columns:dexNumber,Name,Generation,Image,Type1,Type2,SoundCry,SoundCry2,Credits,Tags
0722,木木梟,VII,"<img src=""pkmn_0722.png"">",草,飛行,_pkmn_SoundCry_722.mp3,[sound:_pkmn_SoundCry_722.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_7
0723,投羽梟,VII,"<img src=""pkmn_0723.png"">",草,飛行,_pkmn_SoundCry_723.mp3,[sound:_pkmn_SoundCry_723.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_7
0724,狙射樹梟,VII,"<img src=""pkmn_0724.png"">",草,幽靈,_pkmn_SoundCry_724.mp3,[sound:_pkmn_SoundCry_724.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_7
0725,火斑喵,VII,"<img src=""pkmn_0725.png"">",火,,_pkmn_SoundCry_725.mp3,[sound:_pkmn_SoundCry_725.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_7
0726,炎熱喵,VII,"<img src=""pkmn_0726.png"">",火,,_pkmn_SoundCry_726.mp3,[sound:_pkmn_SoundCry_726.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_7
0727,熾焰咆哮虎,VII,"<img src=""pkmn_0727.png"">",火,惡,_pkmn_SoundCry_727.mp3,[sound:_pkmn_SoundCry_727.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_7
0728,球球海獅,VII,"<img src=""pkmn_0728.png"">",水,,_pkmn_SoundCry_728.mp3,[sound:_pkmn_SoundCry_728.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_7
0729,花漾海獅,VII,"<img src=""pkmn_0729.png"">",水,,_pkmn_SoundCry_729.mp3,[sound:_pkmn_SoundCry_729.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_7
0730,西獅海壬,VII,"<img src=""pkmn_0730.png"">",水,妖精,_pkmn_SoundCry_730.mp3,[sound:_pkmn_SoundCry_730.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_7
0731,小篤兒,VII,"<img src=""pkmn_0731.png"">",一般,飛行,_pkmn_SoundCry_731.mp3,[sound:_pkmn_SoundCry_731.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_7
