#separator:comma
#html:true
#tags column:10
#columns:dexNumber,Name,Generation,Image,Type1,Type2,SoundCry,SoundCry2,Credits,Tags
0387,Tortipouss,IV,"<img src=""pkmn_0387.png"">",Plante,,_pkmn_SoundCry_387.mp3,[sound:_pkmn_SoundCry_387.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0388,Boskara,IV,"<img src=""pkmn_0388.png"">",Plante,,_pkmn_SoundCry_388.mp3,[sound:_pkmn_SoundCry_388.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0389,Torterra,IV,"<img src=""pkmn_0389.png"">",Plante,Sol,_pkmn_SoundCry_389.mp3,[sound:_pkmn_SoundCry_389.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0390,Ouisticram,IV,"<img src=""pkmn_0390.png"">",Feu,,_pkmn_SoundCry_390.mp3,[sound:_pkmn_SoundCry_390.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0391,Chimpenfeu,IV,"<img src=""pkmn_0391.png"">",Feu,Combat,_pkmn_SoundCry_391.mp3,[sound:_pkmn_SoundCry_391.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0392,Simiabraz,IV,"<img src=""pkmn_0392.png"">",Feu,Combat,_pkmn_SoundCry_392.mp3,[sound:_pkmn_SoundCry_392.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0393,Tiplouf,IV,"<img src=""pkmn_0393.png"">",Eau,,_pkmn_SoundCry_393.mp3,[sound:_pkmn_SoundCry_393.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0394,Prinplouf,IV,"<img src=""pkmn_0394.png"">",Eau,,_pkmn_SoundCry_394.mp3,[sound:_pkmn_SoundCry_394.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0395,Pingoléon,IV,"<img src=""pkmn_0395.png"">",Eau,Acier,_pkmn_SoundCry_395.mp3,[sound:_pkmn_SoundCry_395.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0396,Étourmi,IV,"<img src=""pkmn_0396.png"">",Normal,Vol,_pkmn_SoundCry_396.mp3,[sound:_pkmn_SoundCry_396.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0397,Étourvol,IV,"<img src=""pkmn_0397.png"">",Normal,Vol,_pkmn_SoundCry_397.mp3,[sound:_pkmn_SoundCry_397.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0398,Étouraptor,IV,"<img src=""pkmn_0398.png"">",Normal,Vol,_pkmn_SoundCry_398.mp3,[sound:_pkmn_SoundCry_398.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0399,Keunotor,IV,"<img src=""pkmn_0399.png"">",Normal,,_pkmn_SoundCry_399.mp3,[sound:_pkmn_SoundCry_399.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0400,Castorno,IV,"<img src=""pkmn_0400.png"">",Normal,Eau,_pkmn_SoundCry_400.mp3,[sound:_pkmn_SoundCry_400.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0401,Crikzik,IV,"<img src=""pkmn_0401.png"">",Insecte,,_pkmn_SoundCry_401.mp3,[sound:_pkmn_SoundCry_401.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0402,Mélokrik,IV,"<img src=""pkmn_0402.png"">",Insecte,,_pkmn_SoundCry_402.mp3,[sound:_pkmn_SoundCry_402.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0403,Lixy,IV,"<img src=""pkmn_0403.png"">",Électrik,,_pkmn_SoundCry_403.mp3,[sound:_pkmn_SoundCry_403.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0404,Luxio,IV,"<img src=""pkmn_0404.png"">",Électrik,,_pkmn_SoundCry_404.mp3,[sound:_pkmn_SoundCry_404.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0405,Luxray,IV,"<img src=""pkmn_0405.png"">",Électrik,,_pkmn_SoundCry_405.mp3,[sound:_pkmn_SoundCry_405.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0406,Rozbouton,IV,"<img src=""pkmn_0406.png"">",Plante,Poison,_pkmn_SoundCry_406.mp3,[sound:_pkmn_SoundCry_406.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0407,Roserade,IV,"<img src=""pkmn_0407.png"">",Plante,Poison,_pkmn_SoundCry_407.mp3,[sound:_pkmn_SoundCry_407.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0408,Kranidos,IV,"<img src=""pkmn_0408.png"">",Roche,,_pkmn_SoundCry_408.mp3,[sound:_pkmn_SoundCry_408.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0409,Charkos,IV,"<img src=""pkmn_0409.png"">",Roche,,_pkmn_SoundCry_409.mp3,[sound:_pkmn_SoundCry_409.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0410,Dinoclier,IV,"<img src=""pkmn_0410.png"">",Roche,Acier,_pkmn_SoundCry_410.mp3,[sound:_pkmn_SoundCry_410.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0411,Bastiodon,IV,"<img src=""pkmn_0411.png"">",Roche,Acier,_pkmn_SoundCry_411.mp3,[sound:_pkmn_SoundCry_411.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0412,Cheniti,IV,"<img src=""pkmn_0412.png"">",Insecte,,_pkmn_SoundCry_412.mp3,[sound:_pkmn_SoundCry_412.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0413,Cheniselle,IV,"<img src=""pkmn_0413.png"">",Insecte,Plante,_pkmn_SoundCry_413.mp3,[sound:_pkmn_SoundCry_413.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0414,Papilord,IV,"<img src=""pkmn_0414.png"">",Insecte,Vol,_pkmn_SoundCry_414.mp3,[sound:_pkmn_SoundCry_414.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0415,Apitrini,IV,"<img src=""pkmn_0415.png"">",Insecte,Vol,_pkmn_SoundCry_415.mp3,[sound:_pkmn_SoundCry_415.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0416,Apireine,IV,"<img src=""pkmn_0416.png"">",Insecte,Vol,_pkmn_SoundCry_416.mp3,[sound:_pkmn_SoundCry_416.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0417,Pachirisu,IV,"<img src=""pkmn_0417.png"">",Électrik,,_pkmn_SoundCry_417.mp3,[sound:_pkmn_SoundCry_417.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0418,Mustébouée,IV,"<img src=""pkmn_0418.png"">",Eau,,_pkmn_SoundCry_418.mp3,[sound:_pkmn_SoundCry_418.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0419,Mustéflott,IV,"<img src=""pkmn_0419.png"">",Eau,,_pkmn_SoundCry_419.mp3,[sound:_pkmn_SoundCry_419.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0420,Ceribou,IV,"<img src=""pkmn_0420.png"">",Plante,,_pkmn_SoundCry_420.mp3,[sound:_pkmn_SoundCry_420.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0421,Ceriflor,IV,"<img src=""pkmn_0421.png"">",Plante,,_pkmn_SoundCry_421.mp3,[sound:_pkmn_SoundCry_421.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0422,Sancoki,IV,"<img src=""pkmn_0422.png"">",Eau,,_pkmn_SoundCry_422.mp3,[sound:_pkmn_SoundCry_422.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0423,Tritosor,IV,"<img src=""pkmn_0423.png"">",Eau,Sol,_pkmn_SoundCry_423.mp3,[sound:_pkmn_SoundCry_423.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0424,Capidextre,IV,"<img src=""pkmn_0424.png"">",Normal,,_pkmn_SoundCry_424.mp3,[sound:_pkmn_SoundCry_424.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0425,Baudrive,IV,"<img src=""pkmn_0425.png"">",Spectre,Vol,_pkmn_SoundCry_425.mp3,[sound:_pkmn_SoundCry_425.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0426,Grodrive,IV,"<img src=""pkmn_0426.png"">",Spectre,Vol,_pkmn_SoundCry_426.mp3,[sound:_pkmn_SoundCry_426.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
0427,Laporeille,IV,"<img src=""pkmn_0427.png"">",Normal,,_pkmn_SoundCry_427.mp3,[sound:_pkmn_SoundCry_427.mp3],Original idea by: /u/nunixnunix04 - Improvements and mass import by gleisonKZ and Akilez from Brazil,Pokedex::Generation_4
